"id","portail_id","portail_libelle","role","organisation","module_id","module_code","module_libelle","routes","donnees_visibles","theme","responsable_propose","sources","nb_routes_candidates","niveau_preuve","statut","test_ui","baseline","version_source","limite"
"PM-owner-documents","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-documents","documents","Documents","/documents/assay-certificates","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot documents","src/PrivateApp.tsx:1374 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","1","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-gold_inventory","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-gold_inventory","gold_inventory","Suivi des stocks","/inventory | /inventory/add | /inventory/silver","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot stocks","src/PrivateApp.tsx:1383 | src/PrivateApp.tsx:636 | src/PrivateApp.tsx:645 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","3","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-gold_purchases","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-gold_purchases","gold_purchases","Achats d’or","/achats/comptes | /achats/comptes-paiements | /achats/demandes | /achats/plans | /achats/plans/:id | /achats/reglements | /achats/reglements/nouveau | /contrats | /contrats/:id | /contrats/:id/modifier | /contrats/nouveau | /contrats/pilotage | /requisitions | /requisitions/:id | /requisitions/:id/modifier | /requisitions/nouvelle","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot achats et contrats","src/PrivateApp.tsx:793 | src/PrivateApp.tsx:797 | src/PrivateApp.tsx:801 | src/PrivateApp.tsx:805 | src/PrivateApp.tsx:816 | src/PrivateApp.tsx:827 | src/PrivateApp.tsx:831 | src/PrivateApp.tsx:873 | src/PrivateApp.tsx:884 | src/PrivateApp.tsx:895 | src/PrivateApp.tsx:906 | src/PrivateApp.tsx:917 | src/PrivateApp.tsx:929 | src/PrivateApp.tsx:940 | src/PrivateApp.tsx:951 | src/PrivateApp.tsx:962 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","16","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-international_markets","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-international_markets","international_markets","Marchés internationaux","/fx-rates | /gold-prices | /sales/simulations | /sales/simulator | /sales/trade-space","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot international_markets","src/PrivateApp.tsx:1239 | src/PrivateApp.tsx:1248 | src/PrivateApp.tsx:1451 | src/PrivateApp.tsx:1460 | src/PrivateApp.tsx:1469 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","5","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-mining_sites","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-mining_sites","mining_sites","Sites artisanaux","/artisan-sites | /artisan-sites/:siteId | /artisan-sites/:siteId/modifier | /artisan-sites/nouveau | /artisan-sites/production","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot sites artisanaux","src/PrivateApp.tsx:744 | src/PrivateApp.tsx:753 | src/PrivateApp.tsx:754 | src/PrivateApp.tsx:763 | src/PrivateApp.tsx:772 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","5","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-national_reserve","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-national_reserve","national_reserve","Réserve nationale","/national-reserve | /national-reserve/allocations | /national-reserve/allocations/:id | /national-reserve/allocations/:id/edit | /national-reserve/allocations/new | /national-reserve/audit | /national-reserve/controls | /national-reserve/physical | /national-reserve/valuation | /portail-dgmg/reserve-validations","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot réserve nationale","src/PrivateApp.tsx:298 | src/PrivateApp.tsx:654 | src/PrivateApp.tsx:663 | src/PrivateApp.tsx:672 | src/PrivateApp.tsx:681 | src/PrivateApp.tsx:690 | src/PrivateApp.tsx:699 | src/PrivateApp.tsx:708 | src/PrivateApp.tsx:717 | src/PrivateApp.tsx:726 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","10","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-portal-collector","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-portal-collector","portal-collector","portal-collector","/portail-collecteur | /portail-collecteur/documents | /portail-collecteur/stock","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot portal-collector","src/PrivateApp.tsx:332 | src/PrivateApp.tsx:342 | src/PrivateApp.tsx:352 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","3","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-portal-comptoir","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-portal-comptoir","portal-comptoir","portal-comptoir","/portail-comptoir | /portail-comptoir/stock | /portail-comptoir/ventes-sonasp","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot portal-comptoir","src/PrivateApp.tsx:362 | src/PrivateApp.tsx:372 | src/PrivateApp.tsx:382 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","3","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-portal-dgi","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-portal-dgi","portal-dgi","portal-dgi","/portail-dgi | /portail-dgi/*","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot portal-dgi","src/PrivateApp.tsx:306 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts | src/lib/routeAccessRegistry.ts:112","2","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-portal-dgmg","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-portal-dgmg","portal-dgmg","portal-dgmg","/portail-dgmg | /portail-dgmg/*","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot portal-dgmg","src/PrivateApp.tsx:290 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts | src/lib/routeAccessRegistry.ts:104","2","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-portal-direction","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-portal-direction","portal-direction","portal-direction","/portail-direction/* | /portail-direction/achats | /portail-direction/alertes | /portail-direction/compte | /portail-direction/contrats | /portail-direction/finances | /portail-direction/performance | /portail-direction/previsions | /portail-direction/production | /portail-direction/rapports | /portail-direction/synthese","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot portal-direction","src/PrivateApp.tsx:269 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts | src/pages/manager/managerNavigation.ts:10 | src/pages/manager/managerNavigation.ts:11 | src/pages/manager/managerNavigation.ts:12 | src/pages/manager/managerNavigation.ts:13 | src/pages/manager/managerNavigation.ts:14 | src/pages/manager/managerNavigation.ts:15 | src/pages/manager/managerNavigation.ts:6 | src/pages/manager/managerNavigation.ts:7 | src/pages/manager/managerNavigation.ts:8 | src/pages/manager/managerNavigation.ts:9","11","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-portal-mine","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-portal-mine","portal-mine","portal-mine","/portail-mine","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot portal-mine","src/PrivateApp.tsx:400 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","1","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-production","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-production","production","Collecte de l’or","/performance/budgets | /performance/forecasts | /production/:id | /production/achats-mines | /production/daily | /production/in-safe | /production/licenses | /production/licenses/:id | /production/licenses/edit/:id | /production/licenses/new | /production/licenses/requests","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot production industrielle","src/PrivateApp.tsx:1004 | src/PrivateApp.tsx:1635 | src/PrivateApp.tsx:1644 | src/PrivateApp.tsx:1653 | src/PrivateApp.tsx:1662 | src/PrivateApp.tsx:1671 | src/PrivateApp.tsx:1680 | src/PrivateApp.tsx:781 | src/PrivateApp.tsx:974 | src/PrivateApp.tsx:983 | src/PrivateApp.tsx:992 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","11","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-production_analytics","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-production_analytics","production_analytics","Rapports de production","/analytics/production","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot production_analytics","src/PrivateApp.tsx:1617 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","1","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-public-et-alias","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-public-et-alias","public-et-alias","public-et-alias","/admin/refineries | /admin/refineries/edit/:id | /admin/refineries/new | /admin/transport-companies | /admin/transport-companies/edit/:id | /admin/transport-companies/new | /admin/users | /admin/users/:userId/permissions | /approvals | /audit | /sonasp/cessions-comptoirs","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot public-et-alias","src/PrivateApp.tsx:1049 | src/PrivateApp.tsx:1058 | src/PrivateApp.tsx:1107 | src/PrivateApp.tsx:1116 | src/PrivateApp.tsx:1125 | src/PrivateApp.tsx:1134 | src/PrivateApp.tsx:1143 | src/PrivateApp.tsx:1152 | src/PrivateApp.tsx:1161 | src/PrivateApp.tsx:1788 | src/PrivateApp.tsx:392 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","11","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-refining","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-refining","refining","Raffinage","/refining | /refining/:id/process | /refining/freight-shipments","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot raffinage","src/PrivateApp.tsx:1403 | src/PrivateApp.tsx:1412 | src/PrivateApp.tsx:1421 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","3","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-reports","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-reports","reports","Rapports institutionnels","/reports","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot reports","src/PrivateApp.tsx:1626 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","1","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-sales","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-sales","sales","Vente d’or international","/payments | /payments/:id | /payments/create | /payments/record | /payments/virtual | /sales | /sales/:id | /sales/approve/:saleId | /sales/approve/:saleId/:token | /sales/new","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot ventes internationales et paiements","src/PrivateApp.tsx:1433 | src/PrivateApp.tsx:1442 | src/PrivateApp.tsx:1478 | src/PrivateApp.tsx:1487 | src/PrivateApp.tsx:1496 | src/PrivateApp.tsx:1554 | src/PrivateApp.tsx:1563 | src/PrivateApp.tsx:1572 | src/PrivateApp.tsx:1581 | src/PrivateApp.tsx:735 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","10","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-sales_analytics","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-sales_analytics","sales_analytics","Analyses des ventes","/analytics/ventes","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot sales_analytics","src/PrivateApp.tsx:1608 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","1","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-settings","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-settings","settings","Paramètres","/admin/gold-sales-settings | /admin/status-manager | /admin/workflow | /parameters","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot paramètres","src/PrivateApp.tsx:1080 | src/PrivateApp.tsx:1089 | src/PrivateApp.tsx:1170 | src/PrivateApp.tsx:1179 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","4","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-shipping","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-shipping","shipping","Expéditions","/freight | /freight-customs | /freight-customs/:id | /freight-customs/create | /freight/shipments/:id | /freight/shipments/create | /shipping | /shipping/preparation | /shipping/preparation/:id | /shipping/preparation/:id/details | /shipping/preparation/:id/edit | /shipping/preparation/edit/:id | /shipping/preparation/new","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot expéditions","src/PrivateApp.tsx:1266 | src/PrivateApp.tsx:1275 | src/PrivateApp.tsx:1284 | src/PrivateApp.tsx:1293 | src/PrivateApp.tsx:1302 | src/PrivateApp.tsx:1311 | src/PrivateApp.tsx:1320 | src/PrivateApp.tsx:1329 | src/PrivateApp.tsx:1338 | src/PrivateApp.tsx:1347 | src/PrivateApp.tsx:1356 | src/PrivateApp.tsx:1365 | src/PrivateApp.tsx:1392 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","13","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-stakeholders","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-stakeholders","stakeholders","Parties prenantes","/customers | /customers/:id | /customers/:id/edit | /customers/new | /stakeholders/approvers | /stakeholders/depositors | /stakeholders/depositors/:id/edit | /stakeholders/depositors/new | /stakeholders/freight-companies | /stakeholders/mining-companies | /stakeholders/mining-companies/:id | /stakeholders/mining-companies/:id/edit | /stakeholders/mining-companies/new | /stakeholders/organizations | /stakeholders/organizations/:id/edit | /stakeholders/organizations/new | /stakeholders/refinery-plants","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot référentiels (root pilote Clients)","src/PrivateApp.tsx:1505 | src/PrivateApp.tsx:1516 | src/PrivateApp.tsx:1527 | src/PrivateApp.tsx:1538 | src/PrivateApp.tsx:1689 | src/PrivateApp.tsx:1698 | src/PrivateApp.tsx:1707 | src/PrivateApp.tsx:1716 | src/PrivateApp.tsx:1725 | src/PrivateApp.tsx:1734 | src/PrivateApp.tsx:1743 | src/PrivateApp.tsx:1752 | src/PrivateApp.tsx:1761 | src/PrivateApp.tsx:1770 | src/PrivateApp.tsx:1779 | src/PrivateApp.tsx:1842 | src/PrivateApp.tsx:1851 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","17","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-owner-transverse","POR-owner","Administrateur","owner","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-transverse","transverse","transverse","/help | /profile","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","admin; primary=#00513D; sidebar=#10352F; prescrit=true","Lot transverse","src/PrivateApp.tsx:1257 | src/PrivateApp.tsx:278 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","2","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-public-authentification","POR-public","Public / identité / alias à qualifier","sans session ou contexte à qualifier","Sans tenant pour les pages publiques; alias à suivre","LOT-authentification","authentification","authentification","/activate-account | /auth/callback | /login | /modifier-mot-de-passe | /recuperer-acces","Contenus publics et parcours authentification existants","Vitrine/login existants","Lot authentification","src/PrivateApp.tsx:243 | src/PrivateApp.tsx:252 | src/PrivateApp.tsx:261 | src/PrivateApp.tsx:266 | src/PrivateApp.tsx:267","5","DETECTION_AUTOMATIQUE_NON_REVUE","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Ce regroupement technique ne crée aucun nouveau portail métier."
"PM-public-public-et-alias","POR-public","Public / identité / alias à qualifier","sans session ou contexte à qualifier","Sans tenant pour les pages publiques; alias à suivre","LOT-public-et-alias","public-et-alias","public-et-alias","* | / | /* | /404 | /assistance | /conditions-utilisation | /confidentialite | /mentions-legales | /securite | /settings | /verifier-carte/:reference","Contenus publics et parcours authentification existants","Vitrine/login existants","Lot public-et-alias","src/App.tsx:22 | src/App.tsx:24 | src/App.tsx:26 | src/App.tsx:27 | src/App.tsx:28 | src/App.tsx:29 | src/App.tsx:30 | src/App.tsx:31 | src/App.tsx:33 | src/PrivateApp.tsx:1861 | src/PrivateApp.tsx:241 | src/PrivateApp.tsx:287","12","DETECTION_AUTOMATIQUE_NON_REVUE","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Ce regroupement technique ne crée aucun nouveau portail métier."
"PM-public-stakeholders","POR-public","Public / identité / alias à qualifier","sans session ou contexte à qualifier","Sans tenant pour les pages publiques; alias à suivre","LOT-stakeholders","stakeholders","stakeholders","/customers/:id/payments","Contenus publics et parcours authentification existants","Vitrine/login existants","Lot référentiels (root pilote Clients)","src/PrivateApp.tsx:1552","1","DETECTION_AUTOMATIQUE_NON_REVUE","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Ce regroupement technique ne crée aucun nouveau portail métier."
"PM-refinery-dashboard","POR-refinery","Raffinerie","refinery","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-dashboard","dashboard","Tableau de bord","/dashboard/refinery","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","refinery; primary=#0F7A56; sidebar=#1B2A3A; prescrit=false","Lot pilotage national","src/PrivateApp.tsx:1824 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","1","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-refinery-gold_inventory","POR-refinery","Raffinerie","refinery","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-gold_inventory","gold_inventory","Suivi des stocks","/inventory | /inventory/add | /inventory/silver","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","refinery; primary=#0F7A56; sidebar=#1B2A3A; prescrit=false","Lot stocks","src/PrivateApp.tsx:1383 | src/PrivateApp.tsx:636 | src/PrivateApp.tsx:645 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","3","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
